Entity,Code,Year,Annual CO2 emissions from gas (per capita)
Afghanistan,AFG,1967,0.025
Afghanistan,AFG,1968,0.0326
Afghanistan,AFG,1970,0.0194
Afghanistan,AFG,1971,0.0383
Afghanistan,AFG,1972,0.0255
Afghanistan,AFG,1973,0.0275
Afghanistan,AFG,1974,0.0322
Afghanistan,AFG,1975,0.0375
Afghanistan,AFG,1976,0.0232
Afghanistan,AFG,1977,0.0389
Afghanistan,AFG,1978,0.0226
Afghanistan,AFG,1979,0.0287
Afghanistan,AFG,1980,0.014
Afghanistan,AFG,1981,0.0231
Afghanistan,AFG,1982,0.0307
Afghanistan,AFG,1983,0.0491
Afghanistan,AFG,1984,0.0764
Afghanistan,AFG,1985,0.0999
Afghanistan,AFG,1986,0.1024
Afghanistan,AFG,1987,0.0337
Afghanistan,AFG,1988,0.0378
Afghanistan,AFG,1989,0.0404
Afghanistan,AFG,1990,0.0325
Afghanistan,AFG,1991,0.0292
Afghanistan,AFG,1992,0.025
Afghanistan,AFG,1993,0.0222
Afghanistan,AFG,1994,0.0198
Afghanistan,AFG,1995,0.0178
Afghanistan,AFG,1996,0.0163
Afghanistan,AFG,1997,0.0146
Afghanistan,AFG,1998,0.0134
Afghanistan,AFG,1999,0.012
Afghanistan,AFG,2000,0.0108
Afghanistan,AFG,2001,0.0097
Afghanistan,AFG,2002,0.0242
Afghanistan,AFG,2003,0.0196
Afghanistan,AFG,2004,0.0092
Afghanistan,AFG,2005,0.0129
Afghanistan,AFG,2006,0.0124
Afghanistan,AFG,2007,0.0114
Afghanistan,AFG,2008,0.0107
Afghanistan,AFG,2009,0.0095
Afghanistan,AFG,2010,0.0093
Afghanistan,AFG,2011,0.0102
Afghanistan,AFG,2012,0.0099
Afghanistan,AFG,2013,0.0092
Afghanistan,AFG,2014,0.0081
Afghanistan,AFG,2015,0.0082
Afghanistan,AFG,2016,0.009
Afghanistan,AFG,2017,0.0083
Afghanistan,AFG,2018,0.0079
Afghanistan,AFG,2019,0.008
Afghanistan,AFG,2020,0.0081
Africa,,1939,0.0012
Africa,,1940,0.001
Africa,,1941,0.0009
Africa,,1942,0.0009
Africa,,1943,0.001
Africa,,1944,0.0013
Africa,,1945,0.0013
Africa,,1946,0.0013
Africa,,1947,0.0012
Africa,,1948,0.0011
Africa,,1949,0.001
Africa,,1950,0
Africa,,1951,0
Africa,,1952,0
Africa,,1953,0.0001
Africa,,1954,0.0001
Africa,,1955,0.0001
Africa,,1956,0.0001
Africa,,1957,0.0001
Africa,,1958,0.0001
Africa,,1959,0.0001
Africa,,1960,0.0002
Africa,,1961,0.0017
Africa,,1962,0.0025
Africa,,1963,0.0024
Africa,,1964,0.0047
Africa,,1965,0.0067
Africa,,1966,0.0073
Africa,,1967,0.007
Africa,,1968,0.0069
Africa,,1969,0.0082
Africa,,1970,0.0023
Africa,,1971,0.0046
Africa,,1972,0.0116
Africa,,1973,0.0138
Africa,,1974,0.0128
Africa,,1975,0.0156
Africa,,1976,0.021
Africa,,1977,0.0315
Africa,,1978,0.0772
Africa,,1979,0.0428
Africa,,1980,0.0734
Africa,,1981,0.0606
Africa,,1982,0.048
Africa,,1983,0.0592
Africa,,1984,0.09
Africa,,1985,0.0899
Africa,,1986,0.1044
Africa,,1987,0.118
Africa,,1988,0.1166
Africa,,1989,0.1175
Africa,,1990,0.1212
Africa,,1991,0.1217
Africa,,1992,0.1122
Africa,,1993,0.1203
Africa,,1994,0.1224
Africa,,1995,0.1416
Africa,,1996,0.1469
Africa,,1997,0.1264
Africa,,1998,0.146
Africa,,1999,0.1446
Africa,,2000,0.1411
Africa,,2001,0.1446
Africa,,2002,0.1579
Africa,,2003,0.1672
Africa,,2004,0.1709
Africa,,2005,0.2005
Africa,,2006,0.191
Africa,,2007,0.1998
Africa,,2008,0.1976
Africa,,2009,0.1893
Africa,,2010,0.1944
Africa,,2011,0.208
Africa,,2012,0.214
Africa,,2013,0.2108
Africa,,2014,0.2142
Africa,,2015,0.2148
Africa,,2016,0.2195
Africa,,2017,0.2284
Africa,,2018,0.2264
Africa,,2019,0.2231
Africa,,2020,0.2142
Albania,ALB,1951,0.0085
Albania,ALB,1952,0.0083
Albania,ALB,1953,0.0136
Albania,ALB,1954,0.0212
Albania,ALB,1955,0.0258
Albania,ALB,1956,0.0326
Albania,ALB,1957,0.0391
Albania,ALB,1958,0.0427
Albania,ALB,1959,0.0484
Albania,ALB,1960,0.0515
Albania,ALB,1961,0.0499
Albania,ALB,1962,0.0485
Albania,ALB,1963,0.0471
Albania,ALB,1964,0.0457
Albania,ALB,1965,0.0444
Albania,ALB,1966,0.0527
Albania,ALB,1967,0.0642
Albania,ALB,1968,0.0715
Albania,ALB,1969,0.0803
Albania,ALB,1970,0.087
Albania,ALB,1971,0.1098
Albania,ALB,1972,0.1235
Albania,ALB,1973,0.1589
Albania,ALB,1974,0.1819
Albania,ALB,1975,0.2294
Albania,ALB,1976,0.2722
Albania,ALB,1977,0.2777
Albania,ALB,1978,0.2636
Albania,ALB,1979,0.269
Albania,ALB,1980,0.2882
Albania,ALB,1981,0.2944
Albania,ALB,1982,0.3099
Albania,ALB,1983,0.3426
Albania,ALB,1984,0.3596
Albania,ALB,1985,0.327
Albania,ALB,1986,0.3454
Albania,ALB,1987,0.1443
Albania,ALB,1988,0.1111
Albania,ALB,1989,0.1372
Albania,ALB,1990,0.1416
Albania,ALB,1991,0.0838
Albania,ALB,1992,0.061
Albania,ALB,1993,0.0492
Albania,ALB,1994,0.0314
Albania,ALB,1995,0.0165
Albania,ALB,1996,0.0142
Albania,ALB,1997,0.0118
Albania,ALB,1998,0.0106
Albania,ALB,1999,0.0094
Albania,ALB,2000,0.007
Albania,ALB,2001,0.0047
Albania,ALB,2002,0.0082
Albania,ALB,2003,0.0082
Albania,ALB,2004,0.0106
Albania,ALB,2005,0.0071
Albania,ALB,2006,0.0072
Albania,ALB,2007,0.0109
Albania,ALB,2008,0.0049
Albania,ALB,2009,0.0062
Albania,ALB,2010,0.0087
Albania,ALB,2011,0.01
Albania,ALB,2012,0.0101
Albania,ALB,2013,0.0114
Albania,ALB,2014,0.0202
Albania,ALB,2015,0.0215
Albania,ALB,2016,0.0559
Albania,ALB,2017,0.0584
Albania,ALB,2018,0.0521
Albania,ALB,2019,0.0536
Albania,ALB,2020,0.0532
Algeria,DZA,1939,0.0147
Algeria,DZA,1940,0.012
Algeria,DZA,1941,0.0128
Algeria,DZA,1942,0.0135
Algeria,DZA,1943,0.0147
Algeria,DZA,1944,0.0162
Algeria,DZA,1945,0.0165
Algeria,DZA,1946,0.0162
Algeria,DZA,1947,0.016
Algeria,DZA,1948,0.0161
Algeria,DZA,1949,0.016
Algeria,DZA,1961,0.0397
Algeria,DZA,1962,0.0592
Algeria,DZA,1963,0.0507
Algeria,DZA,1964,0.0974
Algeria,DZA,1965,0.1417
Algeria,DZA,1966,0.1434
Algeria,DZA,1967,0.1349
Algeria,DZA,1968,0.1379
Algeria,DZA,1969,0.1761
Algeria,DZA,1970,0.0094
Algeria,DZA,1971,0.0453
Algeria,DZA,1972,0.2052
Algeria,DZA,1973,0.2003
Algeria,DZA,1974,0.1518
Algeria,DZA,1975,0.2685
Algeria,DZA,1976,0.3549
Algeria,DZA,1977,0.2051
Algeria,DZA,1978,1.3179
Algeria,DZA,1979,0.438
Algeria,DZA,1980,1.3256
Algeria,DZA,1981,0.5632
Algeria,DZA,1982,0.3506
Algeria,DZA,1983,0.7871
Algeria,DZA,1984,1.4019
Algeria,DZA,1985,1.2349
Algeria,DZA,1986,1.4321
Algeria,DZA,1987,1.6874
Algeria,DZA,1988,1.5944
Algeria,DZA,1989,1.4607
Algeria,DZA,1990,1.5105
Algeria,DZA,1991,1.4556
Algeria,DZA,1992,1.1814
Algeria,DZA,1993,1.3062
Algeria,DZA,1994,1.3251
Algeria,DZA,1995,1.642
Algeria,DZA,1996,1.7278
Algeria,DZA,1997,1.3115
Algeria,DZA,1998,1.8097
Algeria,DZA,1999,1.6628
Algeria,DZA,2000,1.2414
Algeria,DZA,2001,1.3045
Algeria,DZA,2002,1.4018
Algeria,DZA,2003,1.3646
Algeria,DZA,2004,1.2605
Algeria,DZA,2005,1.8465
Algeria,DZA,2006,1.4657
Algeria,DZA,2007,1.4949
Algeria,DZA,2008,1.4843
Algeria,DZA,2009,1.5536
Algeria,DZA,2010,1.4834
Algeria,DZA,2011,1.5471
Algeria,DZA,2012,1.715
Algeria,DZA,2013,1.716
Algeria,DZA,2014,1.8969
Algeria,DZA,2015,1.9827
Algeria,DZA,2016,1.9402
Algeria,DZA,2017,1.9897
Algeria,DZA,2018,2.1049
Algeria,DZA,2019,2.147
Algeria,DZA,2020,2.0118
Angola,AGO,1970,0.0143
Angola,AGO,1971,0.0139
Angola,AGO,1972,0.0176
Angola,AGO,1973,0.0192
Angola,AGO,1974,0.0195
Angola,AGO,1975,0.0177
Angola,AGO,1976,0.0151
Angola,AGO,1977,0.018
Angola,AGO,1978,0.0174
Angola,AGO,1979,0.0168
Angola,AGO,1980,0.0176
Angola,AGO,1981,0.0199
Angola,AGO,1982,0.0192
Angola,AGO,1983,0.0213
Angola,AGO,1984,0.0229
Angola,AGO,1985,0.0221
Angola,AGO,1986,0.0238
Angola,AGO,1987,0.0278
Angola,AGO,1988,0.0271
Angola,AGO,1989,0.0278
Angola,AGO,1990,0.0853
Angola,AGO,1991,0.0885
Angola,AGO,1992,0.0842
Angola,AGO,1993,0.0801
Angola,AGO,1994,0.0719
Angola,AGO,1995,0.0751
Angola,AGO,1996,0.0728
Angola,AGO,1997,0.0717
Angola,AGO,1998,0.0706
Angola,AGO,1999,0.066
Angola,AGO,2000,0.0661
Angola,AGO,2001,0.0584
Angola,AGO,2002,0.0661
Angola,AGO,2003,0.0671
Angola,AGO,2004,0.0768
Angola,AGO,2005,0.0643
Angola,AGO,2006,0.0647
Angola,AGO,2007,0.0762
Angola,AGO,2008,0.0586
Angola,AGO,2009,0.0573
Angola,AGO,2010,0.0587
Angola,AGO,2011,0.0579
Angola,AGO,2012,0.0566
Angola,AGO,2013,0.0294
Angola,AGO,2014,0.0215
Angola,AGO,2015,0.0516
Angola,AGO,2016,0.0518
Angola,AGO,2017,0.0527
Angola,AGO,2018,0.0522
Angola,AGO,2019,0.04
Angola,AGO,2020,0.04
Argentina,ARG,1914,0.0005
Argentina,ARG,1915,0.0014
Argentina,ARG,1916,0.0018
Argentina,ARG,1917,0.0031
Argentina,ARG,1918,0.0035
Argentina,ARG,1919,0.0034
Argentina,ARG,1920,0.0042
Argentina,ARG,1921,0.0052
Argentina,ARG,1922,0.0067
Argentina,ARG,1923,0.008
Argentina,ARG,1924,0.0129
Argentina,ARG,1925,0.0162
Argentina,ARG,1926,0.0279
Argentina,ARG,1927,0.024
Argentina,ARG,1928,0.0266
Argentina,ARG,1929,0.04
Argentina,ARG,1930,0.0387
Argentina,ARG,1931,0.047
Argentina,ARG,1932,0.0628
Argentina,ARG,1933,0.083
Argentina,ARG,1934,0.0985
Argentina,ARG,1935,0.0818
Argentina,ARG,1936,0.0695
Argentina,ARG,1937,0.0647
Argentina,ARG,1938,0.0617
Argentina,ARG,1939,0.0641
Argentina,ARG,1940,0.065
Argentina,ARG,1941,0.0707
Argentina,ARG,1942,0.0789
Argentina,ARG,1943,0.0776
Argentina,ARG,1944,0.0745
Argentina,ARG,1945,0.0672
Argentina,ARG,1946,0.0613
Argentina,ARG,1947,0.0619
Argentina,ARG,1948,0.0467
Argentina,ARG,1949,0.0679
Argentina,ARG,1951,0.0815
Argentina,ARG,1952,0.0865
Argentina,ARG,1953,0.066
Argentina,ARG,1954,0.0656
Argentina,ARG,1955,0.0653
Argentina,ARG,1956,0.0682
Argentina,ARG,1957,0.0749
Argentina,ARG,1958,0.0747
Argentina,ARG,1959,0.0731
Argentina,ARG,1960,0.1154
Argentina,ARG,1961,0.1936
Argentina,ARG,1962,0.2415
Argentina,ARG,1963,0.2713
Argentina,ARG,1964,0.2963
Argentina,ARG,1965,0.3271
Argentina,ARG,1966,0.3489
Argentina,ARG,1967,0.3596
Argentina,ARG,1968,0.3946
Argentina,ARG,1969,0.3872
Argentina,ARG,1970,0.4305
Argentina,ARG,1971,0.4543
Argentina,ARG,1972,0.5058
Argentina,ARG,1973,0.5662
Argentina,ARG,1974,0.5861
Argentina,ARG,1975,0.6078
Argentina,ARG,1976,0.6269
Argentina,ARG,1977,0.6341
Argentina,ARG,1978,0.607
Argentina,ARG,1979,0.6558
Argentina,ARG,1980,0.7014
Argentina,ARG,1981,0.7229
Argentina,ARG,1982,0.8074
Argentina,ARG,1983,0.8975
Argentina,ARG,1984,0.9181
Argentina,ARG,1985,0.9534
Argentina,ARG,1986,1.0086
Argentina,ARG,1987,1.1768
Argentina,ARG,1988,1.3336
Argentina,ARG,1989,1.3876
Argentina,ARG,1990,1.3248
Argentina,ARG,1991,1.4294
Argentina,ARG,1992,1.4406
Argentina,ARG,1993,1.2013
Argentina,ARG,1994,1.2405
Argentina,ARG,1995,1.5274
Argentina,ARG,1996,1.6326
Argentina,ARG,1997,1.7249
Argentina,ARG,1998,1.7085
Argentina,ARG,1999,1.8543
Argentina,ARG,2000,1.8833
Argentina,ARG,2001,1.7386
Argentina,ARG,2002,1.6618
Argentina,ARG,2003,1.8134
Argentina,ARG,2004,2.154
Argentina,ARG,2005,2.1075
Argentina,ARG,2006,2.1346
Argentina,ARG,2007,2.1968
Argentina,ARG,2008,2.2485
Argentina,ARG,2009,2.1736
Argentina,ARG,2010,2.1256
Argentina,ARG,2011,2.2407
Argentina,ARG,2012,2.2843
Argentina,ARG,2013,2.1646
Argentina,ARG,2014,2.1775
Argentina,ARG,2015,2.1714
Argentina,ARG,2016,2.2134
Argentina,ARG,2017,2.195
Argentina,ARG,2018,2.1669
Argentina,ARG,2019,2.052
Argentina,ARG,2020,1.9184
Armenia,ARM,1921,0.0002
Armenia,ARM,1922,0.0002
Armenia,ARM,1923,0.0001
Armenia,ARM,1924,0.0009
Armenia,ARM,1925,0.0015
Armenia,ARM,1926,0.002
Armenia,ARM,1927,0.0021
Armenia,ARM,1928,0.0024
Armenia,ARM,1929,0.0027
Armenia,ARM,1930,0.0028
Armenia,ARM,1931,0.0046
Armenia,ARM,1932,0.0061
Armenia,ARM,1933,0.0076
Armenia,ARM,1934,0.01
Armenia,ARM,1935,0.0121
Armenia,ARM,1936,0.0153
Armenia,ARM,1937,0.016
Armenia,ARM,1938,0.0159
Armenia,ARM,1939,0.0158
Armenia,ARM,1940,0.0247
Armenia,ARM,1945,0.0263
Armenia,ARM,1946,0.0295
Armenia,ARM,1947,0.0355
Armenia,ARM,1948,0.038
Armenia,ARM,1949,0.0384
Armenia,ARM,1950,0.0493
Armenia,ARM,1951,0.0523
Armenia,ARM,1952,0.0507
Armenia,ARM,1953,0.0518
Armenia,ARM,1954,0.0542
Armenia,ARM,1955,0.0617
Armenia,ARM,1956,0.0776
Armenia,ARM,1957,0.113
Armenia,ARM,1958,0.1549
Armenia,ARM,1959,0.1836
Armenia,ARM,1960,0.2155
Armenia,ARM,1961,0.2568
Armenia,ARM,1962,0.2927
Armenia,ARM,1963,0.3374
Armenia,ARM,1964,0.388
Armenia,ARM,1965,0.4276
Armenia,ARM,1966,0.4535
Armenia,ARM,1967,0.4699
Armenia,ARM,1968,0.4831
Armenia,ARM,1969,0.4952
Armenia,ARM,1970,0.4498
Armenia,ARM,1971,0.4837
Armenia,ARM,1972,0.49
Armenia,ARM,1973,0.4965
Armenia,ARM,1974,0.5044
Armenia,ARM,1975,0.5335
Armenia,ARM,1976,0.573
Armenia,ARM,1977,0.5984
Armenia,ARM,1978,0.6045
Armenia,ARM,1979,0.6326
Armenia,ARM,1980,0.6544
Armenia,ARM,1981,0.6681
Armenia,ARM,1982,0.6971
Armenia,ARM,1983,0.7337
Armenia,ARM,1984,0.7814
Armenia,ARM,1985,0.8678
Armenia,ARM,1986,0.7819
Armenia,ARM,1987,0.9199
Armenia,ARM,1988,1.2084
Armenia,ARM,1989,1.3052
Armenia,ARM,1990,1.1867
Armenia,ARM,1991,0.9924
Armenia,ARM,1992,1.01
Armenia,ARM,1993,0.4484
Armenia,ARM,1994,0.4921
Armenia,ARM,1995,0.8131
Armenia,ARM,1996,0.6442
Armenia,ARM,1997,0.8549
Armenia,ARM,1998,0.8971
Armenia,ARM,1999,0.7366
Armenia,ARM,2000,0.8355
Armenia,ARM,2001,0.8563
Armenia,ARM,2002,0.6598
Armenia,ARM,2003,0.7382
Armenia,ARM,2004,0.8242
Armenia,ARM,2005,1.0275
Armenia,ARM,2006,1.0614
Armenia,ARM,2007,1.2828
Armenia,ARM,2008,1.4177
Armenia,ARM,2009,1.0974
Armenia,ARM,2010,1.0264
Armenia,ARM,2011,1.3056
Armenia,ARM,2012,1.5829
Armenia,ARM,2013,1.525
Armenia,ARM,2014,1.5426
Armenia,ARM,2015,1.5131
Armenia,ARM,2016,1.4436
Armenia,ARM,2017,1.5142
Armenia,ARM,2018,1.5851
Armenia,ARM,2019,1.4974
Armenia,ARM,2020,1.6444
Asia,,1916,0
Asia,,1917,0
Asia,,1918,0
Asia,,1919,0.0001
Asia,,1920,0.0001
Asia,,1921,0.0002
Asia,,1922,0.0002
Asia,,1923,0.0004
Asia,,1924,0.0005
Asia,,1925,0.0008
Asia,,1926,0.0007
Asia,,1927,0.0007
Asia,,1928,0.0009
Asia,,1929,0.0011
Asia,,1930,0.001
Asia,,1931,0.0015
Asia,,1932,0.0016
Asia,,1933,0.0019
Asia,,1934,0.0022
Asia,,1935,0.0023
Asia,,1936,0.0024
Asia,,1937,0.0026
Asia,,1938,0.0027
Asia,,1939,0.0029
Asia,,1940,0.0035
Asia,,1941,0.0003
Asia,,1942,0.0002
Asia,,1943,0.0001
Asia,,1944,0.0002
Asia,,1945,0.0017
Asia,,1946,0.0018
Asia,,1947,0.0021
Asia,,1948,0.0028
Asia,,1949,0.0039
Asia,,1950,0.0039
Asia,,1951,0.0043
Asia,,1952,0.0046
Asia,,1953,0.005
Asia,,1954,0.0055
Asia,,1955,0.0071
Asia,,1956,0.0086
Asia,,1957,0.0111
Asia,,1958,0.0134
Asia,,1959,0.0157
Asia,,1960,0.0203
Asia,,1961,0.0234
Asia,,1962,0.0259
Asia,,1963,0.0293
Asia,,1964,0.0331
Asia,,1965,0.036
Asia,,1966,0.0388
Asia,,1967,0.0408
Asia,,1968,0.0438
Asia,,1969,0.0488
Asia,,1970,0.0489
Asia,,1971,0.0511
Asia,,1972,0.0534
Asia,,1973,0.0588
Asia,,1974,0.0645
Asia,,1975,0.0694
Asia,,1976,0.0739
Asia,,1977,0.0775
Asia,,1978,0.0835
Asia,,1979,0.0936
Asia,,1980,0.1053
Asia,,1981,0.1112
Asia,,1982,0.1033
Asia,,1983,0.1037
Asia,,1984,0.1309
Asia,,1985,0.1424
Asia,,1986,0.1512
Asia,,1987,0.1618
Asia,,1988,0.1695
Asia,,1989,0.1794
Asia,,1990,0.201
Asia,,1991,0.213
Asia,,1992,0.2238
Asia,,1993,0.2375
Asia,,1994,0.2487
Asia,,1995,0.2474
Asia,,1996,0.2558
Asia,,1997,0.2666
Asia,,1998,0.2631
Asia,,1999,0.2816
Asia,,2000,0.287
Asia,,2001,0.2942
Asia,,2002,0.3084
Asia,,2003,0.3276
Asia,,2004,0.3484
Asia,,2005,0.3654
Asia,,2006,0.3913
Asia,,2007,0.4074
Asia,,2008,0.4306
Asia,,2009,0.4422
Asia,,2010,0.4798
Asia,,2011,0.5168
Asia,,2012,0.5294
Asia,,2013,0.5317
Asia,,2014,0.5651
Asia,,2015,0.5781
Asia,,2016,0.5943
Asia,,2017,0.6115
Asia,,2018,0.6323
Asia,,2019,0.6374
Asia,,2020,0.6367
Asia (excl. China & India),,1916,0.0002
Asia (excl. China & India),,1917,0.0003
Asia (excl. China & India),,1918,0.0002
Asia (excl. China & India),,1919,0.0003
Asia (excl. China & India),,1920,0.0004
Asia (excl. China & India),,1921,0.0011
Asia (excl. China & India),,1922,0.0011
Asia (excl. China & India),,1923,0.0019
Asia (excl. China & India),,1924,0.0025
Asia (excl. China & India),,1925,0.0037
Asia (excl. China & India),,1926,0.0033
Asia (excl. China & India),,1927,0.0032
Asia (excl. China & India),,1928,0.0039
Asia (excl. China & India),,1929,0.0048
Asia (excl. China & India),,1930,0.0043
Asia (excl. China & India),,1931,0.0064
Asia (excl. China & India),,1932,0.0067
Asia (excl. China & India),,1933,0.0082
Asia (excl. China & India),,1934,0.0092
Asia (excl. China & India),,1935,0.0095
Asia (excl. China & India),,1936,0.0098
Asia (excl. China & India),,1937,0.0106
Asia (excl. China & India),,1938,0.0109
Asia (excl. China & India),,1939,0.0117
Asia (excl. China & India),,1940,0.014
Asia (excl. China & India),,1941,0.001
Asia (excl. China & India),,1942,0.0009
Asia (excl. China & India),,1943,0.0006
Asia (excl. China & India),,1944,0.0006
Asia (excl. China & India),,1945,0.0066
Asia (excl. China & India),,1946,0.006
Asia (excl. China & India),,1947,0.0068
Asia (excl. China & India),,1948,0.0089
Asia (excl. China & India),,1949,0.0122
Asia (excl. China & India),,1950,0.0117
Asia (excl. China & India),,1951,0.0129
Asia (excl. China & India),,1952,0.0138
Asia (excl. China & India),,1953,0.015
Asia (excl. China & India),,1954,0.0163
Asia (excl. China & India),,1955,0.021
Asia (excl. China & India),,1956,0.0252
Asia (excl. China & India),,1957,0.0321
Asia (excl. China & India),,1958,0.0385
Asia (excl. China & India),,1959,0.0446
Asia (excl. China & India),,1960,0.055
Asia (excl. China & India),,1961,0.0623
Asia (excl. China & India),,1962,0.0703
Asia (excl. China & India),,1963,0.0803
Asia (excl. China & India),,1964,0.0907
Asia (excl. China & India),,1965,0.0983
Asia (excl. China & India),,1966,0.1053
Asia (excl. China & India),,1967,0.1107
Asia (excl. China & India),,1968,0.1191
Asia (excl. China & India),,1969,0.1316
Asia (excl. China & India),,1970,0.1297
Asia (excl. China & India),,1971,0.1338
Asia (excl. China & India),,1972,0.1379
Asia (excl. China & India),,1973,0.1508
Asia (excl. China & India),,1974,0.1634
Asia (excl. China & India),,1975,0.1741
Asia (excl. China & India),,1976,0.1836
Asia (excl. China & India),,1977,0.1893
Asia (excl. China & India),,1978,0.2024
Asia (excl. China & India),,1979,0.229
Asia (excl. China & India),,1980,0.2626
Asia (excl. China & India),,1981,0.2816
Asia (excl. China & India),,1982,0.2594
Asia (excl. China & India),,1983,0.2588
Asia (excl. China & India),,1984,0.3322
Asia (excl. China & India),,1985,0.3624
Asia (excl. China & India),,1986,0.3827
Asia (excl. China & India),,1987,0.4099
Asia (excl. China & India),,1988,0.4289
Asia (excl. China & India),,1989,0.4524
Asia (excl. China & India),,1990,0.509
Asia (excl. China & India),,1991,0.5383
Asia (excl. China & India),,1992,0.5647
Asia (excl. China & India),,1993,0.5972
Asia (excl. China & India),,1994,0.6206
Asia (excl. China & India),,1995,0.608
Asia (excl. China & India),,1996,0.6284
Asia (excl. China & India),,1997,0.6527
Asia (excl. China & India),,1998,0.6368
Asia (excl. China & India),,1999,0.6872
Asia (excl. China & India),,2000,0.6964
Asia (excl. China & India),,2001,0.7102
Asia (excl. China & India),,2002,0.7538
Asia (excl. China & India),,2003,0.7975
Asia (excl. China & India),,2004,0.8447
Asia (excl. China & India),,2005,0.8792
Asia (excl. China & India),,2006,0.9352
Asia (excl. China & India),,2007,0.9578
Asia (excl. China & India),,2008,0.9985
Asia (excl. China & India),,2009,0.9874
Asia (excl. China & India),,2010,1.0497
Asia (excl. China & India),,2011,1.116
Asia (excl. China & India),,2012,1.1354
Asia (excl. China & India),,2013,1.1241
Asia (excl. China & India),,2014,1.191
Asia (excl. China & India),,2015,1.2177
Asia (excl. China & India),,2016,1.2341
Asia (excl. China & India),,2017,1.2395
Asia (excl. China & India),,2018,1.2574
Asia (excl. China & India),,2019,1.2439
Asia (excl. China & India),,2020,1.2206
Australia,AUS,1962,0.0003
Australia,AUS,1963,0.0007
Australia,AUS,1964,0.0007
Australia,AUS,1965,0.0006
Australia,AUS,1966,0.0006
Australia,AUS,1967,0.0006
Australia,AUS,1968,0.0009
Australia,AUS,1969,0.0389
Australia,AUS,1970,0.2154
Australia,AUS,1971,0.3146
Australia,AUS,1972,0.4413
Australia,AUS,1973,0.4828
Australia,AUS,1974,0.5666
Australia,AUS,1975,0.6076
Australia,AUS,1976,0.6644
Australia,AUS,1977,0.7842
Australia,AUS,1978,0.9686
Australia,AUS,1979,1.0606
Australia,AUS,1980,1.2113
Australia,AUS,1981,1.3779
Australia,AUS,1982,1.5041
Australia,AUS,1983,1.4999
Australia,AUS,1984,1.5594
Australia,AUS,1985,1.9247
Australia,AUS,1986,1.7648
Australia,AUS,1987,1.7902
Australia,AUS,1988,1.8044
Australia,AUS,1989,1.8156
Australia,AUS,1990,2.0404
Australia,AUS,1991,1.9233
Australia,AUS,1992,1.9645
Australia,AUS,1993,2.0435
Australia,AUS,1994,2.1259
Australia,AUS,1995,2.2356
Australia,AUS,1996,2.2174
Australia,AUS,1997,2.2815
Australia,AUS,1998,2.3721
Australia,AUS,1999,2.4463
Australia,AUS,2000,2.4687
Australia,AUS,2001,2.5929
Australia,AUS,2002,2.6469
Australia,AUS,2003,2.5598
Australia,AUS,2004,2.669
Australia,AUS,2005,2.7098
Australia,AUS,2006,2.753
Australia,AUS,2007,2.9355
Australia,AUS,2008,2.9352
Australia,AUS,2009,2.8607
Australia,AUS,2010,2.8965
Australia,AUS,2011,2.9607
Australia,AUS,2012,2.9307
Australia,AUS,2013,2.9594
Australia,AUS,2014,3.0841
Australia,AUS,2015,3.0236
Australia,AUS,2016,3.1306
Australia,AUS,2017,3.1078
Australia,AUS,2018,3.2039
Australia,AUS,2019,3.2367
Australia,AUS,2020,3.1454
Austria,AUT,1932,0.0038
Austria,AUT,1945,0.0118
Austria,AUT,1946,0.0118
Austria,AUT,1947,0.0139
Austria,AUT,1948,0.0616
Austria,AUT,1949,0.0138
Austria,AUT,1950,0.1336
Austria,AUT,1951,0.1375
Austria,AUT,1952,0.139
Austria,AUT,1953,0.158
Austria,AUT,1954,0.1773
Austria,AUT,1955,0.2171
Austria,AUT,1956,0.2104
Austria,AUT,1957,0.2145
Austria,AUT,1958,0.2316
Austria,AUT,1959,0.3171
Austria,AUT,1960,0.413
Austria,AUT,1961,0.4344
Austria,AUT,1962,0.4526
Austria,AUT,1963,0.4688
Austria,AUT,1964,0.4853
Austria,AUT,1965,0.4685
Austria,AUT,1966,0.4994
Austria,AUT,1967,0.4755
Austria,AUT,1968,0.5034
Austria,AUT,1969,0.6247
Austria,AUT,1970,0.7547
Austria,AUT,1971,0.8686
Austria,AUT,1972,0.9342
Austria,AUT,1973,1.0018
Austria,AUT,1974,1.0848
Austria,AUT,1975,1.0616
Austria,AUT,1976,1.2123
Austria,AUT,1977,1.2331
Austria,AUT,1978,1.285
Austria,AUT,1979,1.2813
Austria,AUT,1980,1.22
Austria,AUT,1981,1.1597
Austria,AUT,1982,1.1239
Austria,AUT,1983,1.1421
Austria,AUT,1984,1.2777
Austria,AUT,1985,1.366
Austria,AUT,1986,1.2128
Austria,AUT,1987,1.2609
Austria,AUT,1988,1.2051
Austria,AUT,1989,1.3074
Austria,AUT,1990,1.5317
Austria,AUT,1991,1.6076
Austria,AUT,1992,1.5977
Austria,AUT,1993,1.6488
Austria,AUT,1994,1.7169
Austria,AUT,1995,1.8632
Austria,AUT,1996,1.9687
Austria,AUT,1997,1.9033
Austria,AUT,1998,1.9532
Austria,AUT,1999,1.9986
Austria,AUT,2000,1.8905
Austria,AUT,2001,1.994
Austria,AUT,2002,1.9743
Austria,AUT,2003,2.1108
Austria,AUT,2004,2.1483
Austria,AUT,2005,2.2645
Austria,AUT,2006,2.1106
