Entity,Code,Year,Annual CO2 emissions from coal (per capita)
Afghanistan,AFG,1949,0.0019
Afghanistan,AFG,1950,0.0027
Afghanistan,AFG,1951,0.0033
Afghanistan,AFG,1952,0.004
Afghanistan,AFG,1953,0.0047
Afghanistan,AFG,1954,0.0052
Afghanistan,AFG,1955,0.0075
Afghanistan,AFG,1956,0.0074
Afghanistan,AFG,1957,0.009
Afghanistan,AFG,1958,0.0106
Afghanistan,AFG,1959,0.0124
Afghanistan,AFG,1960,0.0141
Afghanistan,AFG,1961,0.0192
Afghanistan,AFG,1962,0.0317
Afghanistan,AFG,1963,0.0276
Afghanistan,AFG,1964,0.0308
Afghanistan,AFG,1965,0.0383
Afghanistan,AFG,1966,0.0421
Afghanistan,AFG,1967,0.0384
Afghanistan,AFG,1968,0.0313
Afghanistan,AFG,1969,0.0333
Afghanistan,AFG,1970,0.0391
Afghanistan,AFG,1971,0.0313
Afghanistan,AFG,1972,0.0162
Afghanistan,AFG,1973,0.0257
Afghanistan,AFG,1974,0.0245
Afghanistan,AFG,1975,0.0314
Afghanistan,AFG,1976,0.0328
Afghanistan,AFG,1977,0.0342
Afghanistan,AFG,1978,0.0432
Afghanistan,AFG,1979,0.0262
Afghanistan,AFG,1980,0.0236
Afghanistan,AFG,1981,0.0253
Afghanistan,AFG,1982,0.0299
Afghanistan,AFG,1983,0.0307
Afghanistan,AFG,1984,0.0322
Afghanistan,AFG,1985,0.0335
Afghanistan,AFG,1986,0.0362
Afghanistan,AFG,1987,0.0382
Afghanistan,AFG,1988,0.0315
Afghanistan,AFG,1989,0.0284
Afghanistan,AFG,1990,0.0224
Afghanistan,AFG,1991,0.0187
Afghanistan,AFG,1992,0.0015
Afghanistan,AFG,1993,0.0012
Afghanistan,AFG,1994,0.0009
Afghanistan,AFG,1995,0.0008
Afghanistan,AFG,1996,0.0004
Afghanistan,AFG,1997,0.0002
Afghanistan,AFG,1998,0.0002
Afghanistan,AFG,1999,0.0002
Afghanistan,AFG,2000,0.0002
Afghanistan,AFG,2001,0.0032
Afghanistan,AFG,2002,0.0024
Afghanistan,AFG,2003,0.0039
Afghanistan,AFG,2004,0.0037
Afghanistan,AFG,2005,0.0041
Afghanistan,AFG,2006,0.0061
Afghanistan,AFG,2007,0.0276
Afghanistan,AFG,2008,0.0389
Afghanistan,AFG,2009,0.0533
Afghanistan,AFG,2010,0.077
Afghanistan,AFG,2011,0.1388
Afghanistan,AFG,2012,0.1003
Afghanistan,AFG,2013,0.1031
Afghanistan,AFG,2014,0.111
Afghanistan,AFG,2015,0.0826
Afghanistan,AFG,2016,0.0813
Afghanistan,AFG,2017,0.095
Afghanistan,AFG,2018,0.1035
Afghanistan,AFG,2019,0.198
Afghanistan,AFG,2020,0.1929
Africa,,1884,0.005
Africa,,1885,0.0082
Africa,,1886,0.0105
Africa,,1887,0.0104
Africa,,1888,0.0174
Africa,,1889,0.0281
Africa,,1890,0.0625
Africa,,1891,0.0618
Africa,,1892,0.0988
Africa,,1893,0.3663
Africa,,1894,0.4897
Africa,,1895,0.6643
Africa,,1896,0.8378
Africa,,1897,0.9295
Africa,,1898,1.1636
Africa,,1899,1.0481
Africa,,1900,0.4365
Africa,,1901,0.7213
Africa,,1902,1.0574
Africa,,1903,1.1687
Africa,,1904,1.2962
Africa,,1905,1.4672
Africa,,1906,1.6463
Africa,,1907,1.7854
Africa,,1908,1.8188
Africa,,1909,2.0523
Africa,,1910,2.2834
Africa,,1911,0.8914
Africa,,1912,0.9325
Africa,,1913,1.0078
Africa,,1914,0.9784
Africa,,1915,0.4639
Africa,,1916,0.4572
Africa,,1917,0.4885
Africa,,1918,0.463
Africa,,1919,0.4972
Africa,,1920,0.4535
Africa,,1921,0.4454
Africa,,1922,0.3904
Africa,,1923,0.469
Africa,,1924,0.4873
Africa,,1925,0.504
Africa,,1926,0.5324
Africa,,1927,0.4837
Africa,,1928,0.4443
Africa,,1929,0.4478
Africa,,1930,0.4152
Africa,,1931,0.3557
Africa,,1932,0.3137
Africa,,1933,0.3105
Africa,,1934,0.3509
Africa,,1935,0.3832
Africa,,1936,0.425
Africa,,1937,0.4497
Africa,,1938,0.4644
Africa,,1939,0.4684
Africa,,1940,0.4824
Africa,,1941,0.4299
Africa,,1942,0.4651
Africa,,1943,0.4656
Africa,,1944,0.598
Africa,,1945,0.5794
Africa,,1946,0.5951
Africa,,1947,0.5592
Africa,,1948,0.489
Africa,,1949,0.512
Africa,,1950,0.3482
Africa,,1951,0.3589
Africa,,1952,0.3837
Africa,,1953,0.3754
Africa,,1954,0.3798
Africa,,1955,0.4169
Africa,,1956,0.4248
Africa,,1957,0.4316
Africa,,1958,0.4037
Africa,,1959,0.3714
Africa,,1960,0.3694
Africa,,1961,0.3658
Africa,,1962,0.3631
Africa,,1963,0.3627
Africa,,1964,0.3742
Africa,,1965,0.3943
Africa,,1966,0.3814
Africa,,1967,0.3817
Africa,,1968,0.3879
Africa,,1969,0.3858
Africa,,1970,0.3897
Africa,,1971,0.4063
Africa,,1972,0.4057
Africa,,1973,0.3961
Africa,,1974,0.3931
Africa,,1975,0.3947
Africa,,1976,0.4071
Africa,,1977,0.407
Africa,,1978,0.4003
Africa,,1979,0.43
Africa,,1980,0.45
Africa,,1981,0.4888
Africa,,1982,0.501
Africa,,1983,0.5079
Africa,,1984,0.5413
Africa,,1985,0.5421
Africa,,1986,0.5468
Africa,,1987,0.5434
Africa,,1988,0.5457
Africa,,1989,0.5157
Africa,,1990,0.4721
Africa,,1991,0.4753
Africa,,1992,0.4359
Africa,,1993,0.4693
Africa,,1994,0.473
Africa,,1995,0.4838
Africa,,1996,0.4804
Africa,,1997,0.4789
Africa,,1998,0.4604
Africa,,1999,0.4632
Africa,,2000,0.4567
Africa,,2001,0.4479
Africa,,2002,0.4244
Africa,,2003,0.4483
Africa,,2004,0.4673
Africa,,2005,0.4508
Africa,,2006,0.4465
Africa,,2007,0.4471
Africa,,2008,0.4606
Africa,,2009,0.4378
Africa,,2010,0.4252
Africa,,2011,0.4062
Africa,,2012,0.3927
Africa,,2013,0.3807
Africa,,2014,0.3951
Africa,,2015,0.3626
Africa,,2016,0.3583
Africa,,2017,0.3535
Africa,,2018,0.3532
Africa,,2019,0.3553
Africa,,2020,0.3329
Albania,ALB,1946,0.0184
Albania,ALB,1948,0.006
Albania,ALB,1950,0.0344
Albania,ALB,1951,0.0569
Albania,ALB,1952,0.0579
Albania,ALB,1953,0.0843
Albania,ALB,1954,0.1139
Albania,ALB,1955,0.1548
Albania,ALB,1956,0.1708
Albania,ALB,1957,0.1832
Albania,ALB,1958,0.1876
Albania,ALB,1959,0.2122
Albania,ALB,1960,0.1993
Albania,ALB,1961,0.1909
Albania,ALB,1962,0.2087
Albania,ALB,1963,0.1576
Albania,ALB,1964,0.1809
Albania,ALB,1965,0.2083
Albania,ALB,1966,0.2449
Albania,ALB,1967,0.2621
Albania,ALB,1968,0.2879
Albania,ALB,1969,0.3281
Albania,ALB,1970,0.4144
Albania,ALB,1971,0.4492
Albania,ALB,1972,0.4795
Albania,ALB,1973,0.5068
Albania,ALB,1974,0.513
Albania,ALB,1975,0.5226
Albania,ALB,1976,0.5162
Albania,ALB,1977,0.6746
Albania,ALB,1978,0.8264
Albania,ALB,1979,1.0203
Albania,ALB,1980,0.8659
Albania,ALB,1981,0.966
Albania,ALB,1982,1.0321
Albania,ALB,1983,1.0909
Albania,ALB,1984,1.1708
Albania,ALB,1985,1.2535
Albania,ALB,1986,1.218
Albania,ALB,1987,1.1954
Albania,ALB,1988,1.2552
Albania,ALB,1989,1.245
Albania,ALB,1990,0.7604
Albania,ALB,1991,0.4512
Albania,ALB,1992,0.2464
Albania,ALB,1993,0.1878
Albania,ALB,1994,0.0536
Albania,ALB,1995,0.0518
Albania,ALB,1996,0.0367
Albania,ALB,1997,0.0142
Albania,ALB,1998,0.0176
Albania,ALB,1999,0.0352
Albania,ALB,2000,0.0222
Albania,ALB,2001,0.0258
Albania,ALB,2002,0.027
Albania,ALB,2003,0.027
Albania,ALB,2004,0.0271
Albania,ALB,2005,0.0237
Albania,ALB,2006,0.0239
Albania,ALB,2007,0.0241
Albania,ALB,2008,0.0342
Albania,ALB,2009,0.1306
Albania,ALB,2010,0.1454
Albania,ALB,2011,0.1827
Albania,ALB,2012,0.215
Albania,ALB,2013,0.2738
Albania,ALB,2014,0.3552
Albania,ALB,2015,0.1115
Albania,ALB,2016,0.066
Albania,ALB,2017,0.0952
Albania,ALB,2018,0.164
Albania,ALB,2019,0.1907
Albania,ALB,2020,0.1603
Algeria,DZA,1917,0.0006
Algeria,DZA,1918,0.0026
Algeria,DZA,1919,0.0027
Algeria,DZA,1920,0.0032
Algeria,DZA,1921,0.0044
Algeria,DZA,1922,0.0038
Algeria,DZA,1923,0.0019
Algeria,DZA,1924,0.0038
Algeria,DZA,1925,0.0042
Algeria,DZA,1926,0.006
Algeria,DZA,1927,0.0089
Algeria,DZA,1928,0.007
Algeria,DZA,1929,0.0066
Algeria,DZA,1930,0.0068
Algeria,DZA,1931,0.0088
Algeria,DZA,1932,0.01
Algeria,DZA,1933,0.012
Algeria,DZA,1934,0.0133
Algeria,DZA,1935,0.0143
Algeria,DZA,1936,0.0026
Algeria,DZA,1937,0.0051
Algeria,DZA,1938,0.0045
Algeria,DZA,1939,0.0069
Algeria,DZA,1940,0.0193
Algeria,DZA,1941,0.0275
Algeria,DZA,1942,0.0499
Algeria,DZA,1943,0.0391
Algeria,DZA,1944,0.0391
Algeria,DZA,1945,0.0522
Algeria,DZA,1946,0.0682
Algeria,DZA,1947,0.0645
Algeria,DZA,1948,0.0696
Algeria,DZA,1949,0.0809
Algeria,DZA,1950,0.2123
Algeria,DZA,1951,0.2262
Algeria,DZA,1952,0.2006
Algeria,DZA,1953,0.1653
Algeria,DZA,1954,0.1552
Algeria,DZA,1955,0.1631
Algeria,DZA,1956,0.176
Algeria,DZA,1957,0.1926
Algeria,DZA,1958,0.1722
Algeria,DZA,1959,0.1356
Algeria,DZA,1960,0.1137
Algeria,DZA,1961,0.0675
Algeria,DZA,1962,0.035
Algeria,DZA,1963,0.0212
Algeria,DZA,1964,0.0231
Algeria,DZA,1965,0.021
Algeria,DZA,1966,0.021
Algeria,DZA,1967,0.0143
Algeria,DZA,1968,0.0148
Algeria,DZA,1969,0.032
Algeria,DZA,1970,0.0671
Algeria,DZA,1971,0.0606
Algeria,DZA,1972,0.0424
Algeria,DZA,1973,0.0522
Algeria,DZA,1974,0.0433
Algeria,DZA,1975,0.0476
Algeria,DZA,1976,0.0343
Algeria,DZA,1977,0.0344
Algeria,DZA,1978,0.0316
Algeria,DZA,1979,0.0479
Algeria,DZA,1980,0.0837
Algeria,DZA,1981,0.0963
Algeria,DZA,1982,0.0966
Algeria,DZA,1983,0.1492
Algeria,DZA,1984,0.185
Algeria,DZA,1985,0.1372
Algeria,DZA,1986,0.118
Algeria,DZA,1987,0.1248
Algeria,DZA,1988,0.1217
Algeria,DZA,1989,0.1189
Algeria,DZA,1990,0.1142
Algeria,DZA,1991,0.1019
Algeria,DZA,1992,0.088
Algeria,DZA,1993,0.0696
Algeria,DZA,1994,0.081
Algeria,DZA,1995,0.0673
Algeria,DZA,1996,0.0481
Algeria,DZA,1997,0.0464
Algeria,DZA,1998,0.0699
Algeria,DZA,1999,0.0709
Algeria,DZA,2000,0.0631
Algeria,DZA,2001,0.0666
Algeria,DZA,2002,0.0819
Algeria,DZA,2003,0.0864
Algeria,DZA,2004,0.0588
Algeria,DZA,2005,0.0713
Algeria,DZA,2006,0.0803
Algeria,DZA,2007,0.0881
Algeria,DZA,2008,0.0866
Algeria,DZA,2009,0.0451
Algeria,DZA,2010,0.0338
Algeria,DZA,2011,0.0286
Algeria,DZA,2012,0.0277
Algeria,DZA,2013,0.019
Algeria,DZA,2014,0.014
Algeria,DZA,2015,0.0126
Algeria,DZA,2017,0.0192
Algeria,DZA,2018,0.0315
Algeria,DZA,2019,0.0255
Algeria,DZA,2020,0.0251
Angola,AGO,1950,0.0131
Angola,AGO,1951,0.0206
Angola,AGO,1952,0.0257
Angola,AGO,1953,0.0144
Angola,AGO,1954,0.0154
Angola,AGO,1955,0.0167
Angola,AGO,1956,0.0078
Angola,AGO,1957,0.0154
Angola,AGO,1958,0.0083
Angola,AGO,1959,0.0102
Angola,AGO,1960,0.0227
Angola,AGO,1961,0.0114
Angola,AGO,1962,0.0163
Angola,AGO,1963,0.0039
Angola,AGO,1964,0.0134
Angola,AGO,1965,0.0095
Angola,AGO,1966,0.0152
Angola,AGO,1967,0.0095
Angola,AGO,1968,0.0177
Angola,AGO,1969,0.0158
Angola,AGO,1970,0.0081
Angola,AGO,1971,0.0048
Angola,AGO,1972,0.0012
Angola,AGO,1973,0.0034
Argentina,ARG,1887,0.3541
Argentina,ARG,1888,0.2817
Argentina,ARG,1889,0.5379
Argentina,ARG,1890,0.4067
Argentina,ARG,1891,0.2695
Argentina,ARG,1892,0.3852
Argentina,ARG,1893,0.4182
Argentina,ARG,1894,0.5192
Argentina,ARG,1895,0.5707
Argentina,ARG,1896,0.5621
Argentina,ARG,1897,0.4912
Argentina,ARG,1898,0.5364
Argentina,ARG,1899,0.6448
Argentina,ARG,1900,0.4415
Argentina,ARG,1901,0.5127
Argentina,ARG,1902,0.5582
Argentina,ARG,1903,0.5467
Argentina,ARG,1904,0.6985
Argentina,ARG,1905,0.7059
Argentina,ARG,1906,1.0678
Argentina,ARG,1907,1.0285
Argentina,ARG,1908,1.2053
Argentina,ARG,1909,0.9061
Argentina,ARG,1910,1.3168
Argentina,ARG,1911,1.427
Argentina,ARG,1912,1.3205
Argentina,ARG,1913,1.3725
Argentina,ARG,1914,1.1335
Argentina,ARG,1915,0.8659
Argentina,ARG,1916,0.5776
Argentina,ARG,1917,0.2041
Argentina,ARG,1918,0.226
Argentina,ARG,1919,0.3613
Argentina,ARG,1920,0.5802
Argentina,ARG,1921,0.5028
Argentina,ARG,1922,0.6301
Argentina,ARG,1923,0.711
Argentina,ARG,1924,0.883
Argentina,ARG,1925,0.8179
Argentina,ARG,1926,0.7087
Argentina,ARG,1927,0.8549
Argentina,ARG,1928,0.7428
Argentina,ARG,1929,0.7263
Argentina,ARG,1930,0.6916
Argentina,ARG,1931,0.5788
Argentina,ARG,1932,0.5171
Argentina,ARG,1933,0.4783
Argentina,ARG,1934,0.519
Argentina,ARG,1935,0.4911
Argentina,ARG,1936,0.5322
Argentina,ARG,1937,0.6105
Argentina,ARG,1938,0.5439
Argentina,ARG,1939,0.5609
Argentina,ARG,1940,0.3809
Argentina,ARG,1941,0.1871
Argentina,ARG,1942,0.0947
Argentina,ARG,1943,0.1039
Argentina,ARG,1944,0.1085
Argentina,ARG,1945,0.132
Argentina,ARG,1946,0.1926
Argentina,ARG,1947,0.2022
Argentina,ARG,1948,0.3544
Argentina,ARG,1949,0.2152
Argentina,ARG,1950,0.209
Argentina,ARG,1951,0.3146
Argentina,ARG,1952,0.254
Argentina,ARG,1953,0.1721
Argentina,ARG,1954,0.2018
Argentina,ARG,1955,0.1708
Argentina,ARG,1956,0.1994
Argentina,ARG,1957,0.1725
Argentina,ARG,1958,0.1909
Argentina,ARG,1959,0.1851
Argentina,ARG,1960,0.1907
Argentina,ARG,1961,0.17
Argentina,ARG,1962,0.0949
Argentina,ARG,1963,0.1072
Argentina,ARG,1964,0.1172
Argentina,ARG,1965,0.1174
Argentina,ARG,1966,0.115
Argentina,ARG,1967,0.1287
Argentina,ARG,1968,0.1022
Argentina,ARG,1969,0.1101
Argentina,ARG,1970,0.1376
Argentina,ARG,1971,0.1207
Argentina,ARG,1972,0.1159
Argentina,ARG,1973,0.1149
Argentina,ARG,1974,0.1322
Argentina,ARG,1975,0.139
Argentina,ARG,1976,0.1233
Argentina,ARG,1977,0.1014
Argentina,ARG,1978,0.1416
Argentina,ARG,1979,0.1311
Argentina,ARG,1980,0.1027
Argentina,ARG,1981,0.1043
Argentina,ARG,1982,0.0924
Argentina,ARG,1983,0.0749
Argentina,ARG,1984,0.0722
Argentina,ARG,1985,0.0918
Argentina,ARG,1986,0.1105
Argentina,ARG,1987,0.1211
Argentina,ARG,1988,0.127
Argentina,ARG,1989,0.1289
Argentina,ARG,1990,0.0941
Argentina,ARG,1991,0.0813
Argentina,ARG,1992,0.0836
Argentina,ARG,1993,0.0677
Argentina,ARG,1994,0.1035
Argentina,ARG,1995,0.1063
Argentina,ARG,1996,0.0879
Argentina,ARG,1997,0.0779
Argentina,ARG,1998,0.0787
Argentina,ARG,1999,0.0591
Argentina,ARG,2000,0.0449
Argentina,ARG,2001,0.0346
Argentina,ARG,2002,0.0292
Argentina,ARG,2003,0.0522
Argentina,ARG,2004,0.0571
Argentina,ARG,2005,0.084
Argentina,ARG,2006,0.0984
Argentina,ARG,2007,0.0922
Argentina,ARG,2008,0.0967
Argentina,ARG,2009,0.0798
Argentina,ARG,2010,0.0976
Argentina,ARG,2011,0.1143
Argentina,ARG,2012,0.12
Argentina,ARG,2013,0.1147
Argentina,ARG,2014,0.1298
Argentina,ARG,2015,0.1269
Argentina,ARG,2016,0.0963
Argentina,ARG,2017,0.0974
Argentina,ARG,2018,0.0982
Argentina,ARG,2019,0.0577
Argentina,ARG,2020,0.0623
Armenia,ARM,1830,0.0001
Armenia,ARM,1831,0.0001
Armenia,ARM,1832,0.0001
Armenia,ARM,1833,0.0001
Armenia,ARM,1850,0.0005
Armenia,ARM,1855,0.0014
Armenia,ARM,1858,0.0019
Armenia,ARM,1859,0.002
Armenia,ARM,1860,0.0024
Armenia,ARM,1861,0.0031
Armenia,ARM,1862,0.0027
Armenia,ARM,1863,0.0027
Armenia,ARM,1864,0.0029
Armenia,ARM,1865,0.0027
Armenia,ARM,1866,0.0094
Armenia,ARM,1867,0.0106
Armenia,ARM,1868,0.0079
Armenia,ARM,1869,0.0112
Armenia,ARM,1870,0.0121
Armenia,ARM,1871,0.017
Armenia,ARM,1872,0.0172
Armenia,ARM,1873,0.0144
Armenia,ARM,1874,0.0165
Armenia,ARM,1875,0.0174
Armenia,ARM,1876,0.0196
Armenia,ARM,1877,0.0172
Armenia,ARM,1878,0.0232
Armenia,ARM,1879,0.0215
Armenia,ARM,1880,0.0254
Armenia,ARM,1881,0.0228
Armenia,ARM,1882,0.0234
Armenia,ARM,1883,0.0269
Armenia,ARM,1884,0.0209
Armenia,ARM,1885,0.0198
Armenia,ARM,1886,0.0199
Armenia,ARM,1887,0.0175
Armenia,ARM,1888,0.0173
Armenia,ARM,1889,0.0202
Armenia,ARM,1890,0.0209
Armenia,ARM,1891,0.0201
Armenia,ARM,1892,0.0216
Armenia,ARM,1893,0.0248
Armenia,ARM,1894,0.0284
Armenia,ARM,1895,0.0262
Armenia,ARM,1896,0.0273
Armenia,ARM,1897,0.0319
Armenia,ARM,1898,0.0351
Armenia,ARM,1899,0.0446
Armenia,ARM,1900,0.0484
Armenia,ARM,1901,0.0439
Armenia,ARM,1902,0.0433
Armenia,ARM,1903,0.0463
Armenia,ARM,1904,0.0551
Armenia,ARM,1905,0.0596
Armenia,ARM,1906,0.0676
Armenia,ARM,1907,0.0792
Armenia,ARM,1908,0.0794
Armenia,ARM,1909,0.082
Armenia,ARM,1910,0.0758
Armenia,ARM,1911,0.0848
Armenia,ARM,1912,0.1043
Armenia,ARM,1913,0.1226
Armenia,ARM,1914,0.0981
Armenia,ARM,1915,0.0765
Armenia,ARM,1916,0.0805
Armenia,ARM,1917,0.076
Armenia,ARM,1918,0.0284
Armenia,ARM,1919,0.0164
Armenia,ARM,1920,0.0155
Armenia,ARM,1921,0.0189
Armenia,ARM,1922,0.0228
Armenia,ARM,1923,0.0245
Armenia,ARM,1924,0.0335
Armenia,ARM,1925,0.03
Armenia,ARM,1926,0.0526
Armenia,ARM,1927,0.067
Armenia,ARM,1928,0.0796
Armenia,ARM,1929,0.0755
Armenia,ARM,1930,0.0743
Armenia,ARM,1931,0.0877
Armenia,ARM,1932,0.1189
Armenia,ARM,1933,0.1464
Armenia,ARM,1934,0.1856
Armenia,ARM,1935,0.2205
Armenia,ARM,1936,0.2599
Armenia,ARM,1937,0.259
Armenia,ARM,1938,0.2703
Armenia,ARM,1939,0.2725
Armenia,ARM,1940,0.363
Armenia,ARM,1941,0.2885
Armenia,ARM,1942,0.0885
Armenia,ARM,1943,0.1116
Armenia,ARM,1944,0.1721
Armenia,ARM,1945,0.3046
Armenia,ARM,1946,0.3325
Armenia,ARM,1947,0.3932
Armenia,ARM,1948,0.4003
Armenia,ARM,1949,0.4428
Armenia,ARM,1950,0.4786
Armenia,ARM,1951,0.5082
Armenia,ARM,1952,0.5128
Armenia,ARM,1953,0.5101
Armenia,ARM,1954,0.5315
Armenia,ARM,1955,0.5681
Armenia,ARM,1956,0.5691
Armenia,ARM,1957,0.5685
Armenia,ARM,1958,0.5419
Armenia,ARM,1959,0.5158
Armenia,ARM,1960,0.4778
Armenia,ARM,1961,0.432
Armenia,ARM,1962,0.3939
Armenia,ARM,1963,0.3848
Armenia,ARM,1964,0.3751
Armenia,ARM,1965,0.3696
Armenia,ARM,1966,0.3657
Armenia,ARM,1967,0.349
Armenia,ARM,1968,0.3277
Armenia,ARM,1969,0.3184
Armenia,ARM,1970,0.3329
Armenia,ARM,1971,0.3229
Armenia,ARM,1972,0.3206
Armenia,ARM,1973,0.3105
Armenia,ARM,1974,0.2983
Armenia,ARM,1975,0.2979
Armenia,ARM,1976,0.2988
Armenia,ARM,1977,0.2957
Armenia,ARM,1978,0.2831
Armenia,ARM,1979,0.2788
Armenia,ARM,1980,0.2912
Armenia,ARM,1981,0.2514
Armenia,ARM,1982,0.2512
Armenia,ARM,1983,0.2445
Armenia,ARM,1984,0.2391
Armenia,ARM,1985,0.2755
Armenia,ARM,1986,0.2915
Armenia,ARM,1987,0.2857
Armenia,ARM,1988,0.2468
Armenia,ARM,1989,0.2306
Armenia,ARM,1990,0.1967
Armenia,ARM,1991,0.1728
Armenia,ARM,1992,0.1086
Armenia,ARM,1993,0.0022
Armenia,ARM,1994,0.029
Armenia,ARM,1995,0.0023
Armenia,ARM,1996,0.0046
Armenia,ARM,1997,0.0047
Armenia,ARM,1998,0.0047
Armenia,ARM,1999,0.0024
Armenia,ARM,2002,0.0157
Armenia,ARM,2003,0.0243
Armenia,ARM,2006,0.0012
Armenia,ARM,2007,0.0025
Armenia,ARM,2008,0.0025
Armenia,ARM,2010,0.0013
Armenia,ARM,2011,0.0025
Armenia,ARM,2012,0.0025
Armenia,ARM,2013,0.0013
Armenia,ARM,2014,0.0013
Armenia,ARM,2015,0.0013
Armenia,ARM,2016,0.0012
Armenia,ARM,2017,0.0012
Armenia,ARM,2018,0.0012
Armenia,ARM,2019,0.0011
Armenia,ARM,2020,0.0015
Asia,,1830,0.0003
Asia,,1831,0.0003
Asia,,1832,0.0002
Asia,,1833,0.0003
Asia,,1850,0.0015
Asia,,1855,0.0043
Asia,,1858,0.0018
Asia,,1859,0.0028
Asia,,1860,0.0028
Asia,,1861,0.0023
Asia,,1862,0.0025
Asia,,1863,0.0027
Asia,,1864,0.0026
Asia,,1865,0.003
Asia,,1866,0.0043
Asia,,1867,0.0257
Asia,,1868,0.0083
Asia,,1869,0.012
Asia,,1870,0.0107
Asia,,1871,0.0144
Asia,,1872,0.0155
Asia,,1873,0.0139
Asia,,1874,0.0249
Asia,,1875,0.0413
Asia,,1876,0.0414
Asia,,1877,0.0415
Asia,,1878,0.0154
Asia,,1879,0.0154
Asia,,1880,0.0167
Asia,,1881,0.017
Asia,,1882,0.0176
Asia,,1883,0.0195
Asia,,1884,0.0203
Asia,,1885,0.021
Asia,,1886,0.0218
Asia,,1887,0.0254
Asia,,1888,0.0278
Asia,,1889,0.0297
Asia,,1890,0.032
Asia,,1891,0.0364
Asia,,1892,0.0375
Asia,,1893,0.0402
Asia,,1894,0.0467
Asia,,1895,0.0532
Asia,,1896,0.0563
Asia,,1897,0.0597
Asia,,1898,0.0724
Asia,,1899,0.0393
Asia,,1900,0.0864
Asia,,1901,0.0965
Asia,,1902,0.0526
Asia,,1903,0.0563
Asia,,1904,0.0624
Asia,,1905,0.063
Asia,,1906,0.087
Asia,,1907,0.093
Asia,,1908,0.1052
Asia,,1909,0.101
Asia,,1910,0.1005
Asia,,1911,0.1159
Asia,,1912,0.1059
Asia,,1913,0.1158
Asia,,1914,0.1225
Asia,,1915,0.1167
Asia,,1916,0.1251
Asia,,1917,0.1389
Asia,,1918,0.142
Asia,,1919,0.1566
Asia,,1920,0.1461
Asia,,1921,0.1389
Asia,,1922,0.1446
Asia,,1923,0.1564
Asia,,1924,0.1675
Asia,,1925,0.1676
Asia,,1926,0.1667
Asia,,1927,0.1798
Asia,,1928,0.1805
Asia,,1929,0.1855
Asia,,1930,0.1803
Asia,,1931,0.1667
Asia,,1932,0.1627
Asia,,1933,0.1781
Asia,,1934,0.2002
Asia,,1935,0.2148
Asia,,1936,0.2319
Asia,,1937,0.2373
Asia,,1938,0.245
Asia,,1939,0.2528
Asia,,1940,0.3015
Asia,,1941,0.3125
Asia,,1942,0.2956
Asia,,1943,0.2771
Asia,,1944,0.2742
Asia,,1945,0.1782
Asia,,1946,0.1388
Asia,,1947,0.1582
Asia,,1948,0.169
Asia,,1949,0.2064
Asia,,1950,0.2186
Asia,,1951,0.2472
Asia,,1952,0.2687
Asia,,1953,0.274
Asia,,1954,0.2888
Asia,,1955,0.308
Asia,,1956,0.3309
Asia,,1957,0.369
Asia,,1958,0.5262
Asia,,1959,0.6361
Asia,,1960,0.6732
Asia,,1961,0.5479
Asia,,1962,0.4823
Asia,,1963,0.4799
Asia,,1964,0.4738
Asia,,1965,0.4955
Asia,,1966,0.5116
Asia,,1967,0.4658
Asia,,1968,0.4819
Asia,,1969,0.5261
Asia,,1970,0.6032
Asia,,1971,0.6292
Asia,,1972,0.6244
Asia,,1973,0.6308
Asia,,1974,0.627
Asia,,1975,0.6751
Asia,,1976,0.6688
Asia,,1977,0.6983
Asia,,1978,0.7155
Asia,,1979,0.7299
Asia,,1980,0.7327
Asia,,1981,0.7333
Asia,,1982,0.7712
Asia,,1983,0.7951
Asia,,1984,0.8495
Asia,,1985,0.9106
Asia,,1986,0.933
Asia,,1987,0.9668
Asia,,1988,1.0201
Asia,,1989,1.017
Asia,,1990,1.0098
Asia,,1991,1.0277
Asia,,1992,1.0289
Asia,,1993,1.0518
Asia,,1994,1.0816
Asia,,1995,1.1277
Asia,,1996,1.1577
Asia,,1997,1.1422
Asia,,1998,1.0753
Asia,,1999,1.0601
Asia,,2000,1.0884
Asia,,2001,1.0957
Asia,,2002,1.1912
Asia,,2003,1.3469
Asia,,2004,1.4856
Asia,,2005,1.6413
Asia,,2006,1.7692
Asia,,2007,1.8847
Asia,,2008,1.9869
Asia,,2009,2.0538
Asia,,2010,2.1977
Asia,,2011,2.3818
Asia,,2012,2.4419
Asia,,2013,2.4419
Asia,,2014,2.4425
Asia,,2015,2.4022
Asia,,2016,2.3471
Asia,,2017,2.367
Asia,,2018,2.4263
Asia,,2019,2.4489
Asia,,2020,2.4008
Asia (excl. China & India),,1830,0.0003
Asia (excl. China & India),,1831,0.0003
Asia (excl. China & India),,1832,0.0002
Asia (excl. China & India),,1833,0.0003
Asia (excl. China & India),,1850,0.0015
Asia (excl. China & India),,1855,0.0043
Asia (excl. China & India),,1858,0.0058
Asia (excl. China & India),,1859,0.0061
Asia (excl. China & India),,1860,0.0072
Asia (excl. China & India),,1861,0.0093
Asia (excl. China & India),,1862,0.0082
Asia (excl. China & India),,1863,0.0082
Asia (excl. China & India),,1864,0.009
Asia (excl. China & India),,1865,0.0107
Asia (excl. China & India),,1866,0.0232
Asia (excl. China & India),,1867,0.0257
Asia (excl. China & India),,1868,0.0083
